CodigoMunicipio,MunicipioResidencia,Total_casos_dengue,POP_TOT,PIB_PER_CAPITA,IDH-M,GINI,IN055_AE,IN056_AE,IN024_AE,IN015_AE,IN022_AE,IN049_AE,IN016_AE,IN015_RS,Índice de pavimentação das vias públicas,CS001,Msau28,Mgrd06,Mgrd08,Mgrd11,IndiceSurto,Surto
353540,PANORAMA,39,14964,19933.87,0.722,0.464,54.28,44.03,,80.0,171.0,27.54,100.0,96.99,76.62,SIM,Não,Não,Não,Não,260.62550120288694,False
353550,PARAGUACU PAULISTA,3065,41120,39015.76,0.762,0.464,93.65,92.92,100.0,99.75,163.6,16.55,100.0,90.5,96.69,SIM,Sim,Sim,Não,Não,7453.793774319066,True
353560,PARAIBUNA,1105,17667,19220.43,0.719,0.521,76.96,48.87,100.0,51.68,136.0,27.03,38.67,98.0,92.11,NAO,Sim,Sim,Sim,Sim,6254.598969830758,True
353570,PARAISO,694,6099,42122.5,0.749,0.454,87.97,100.0,99.39,100.0,214.9,37.42,0.0,98.38,99.17,NAO,Sim,Não,Não,Não,11378.914576160028,True
353580,PARANAPANEMA,511,19395,45907.58,0.717,0.495,65.17,54.02,77.85,80.44,176.3,10.97,100.0,86.59,80.21,NAO,Sim,Não,Não,Não,2634.699664862078,True
353590,PARANAPUA,96,4031,32360.15,0.732,0.45,99.88,97.92,100.0,100.0,164.0,17.4,100.0,89.26,83.64,NAO,Sim,Não,Não,Não,2381.543041428926,True
353600,PARAPUA,132,10580,67842.13,0.737,0.42,84.99,83.14,100.0,100.0,168.6,11.5,100.0,98.3,98.05,SIM,Sim,Não,Não,Não,1247.6370510396976,True
353610,PARDINHO,94,7153,55976.73,0.727,0.463,58.88,48.69,88.23,91.64,190.3,38.93,100.0,78.12,92.16,SIM,Não,Não,Não,Não,1314.133929819656,True
353620,PARIQUERA-ACU,930,19233,29601.64,0.736,0.475,68.19,62.58,98.35,94.09,160.9,28.36,100.0,68.74,35.95,NAO,Sim,Sim,Sim,Não,4835.439089065669,True
353625,PARISI,276,2892,24630.17,0.721,0.402,100.0,100.0,100.0,80.0,247.4,9.99,100.0,100.0,97.11,NAO,Não,Não,Não,Não,9543.56846473029,True
353630,PATROCINIO PAULISTA,289,14512,91078.82,0.73,0.425,95.78,95.78,100.0,85.83,139.5,57.47,100.0,80.84,98.74,SIM,Sim,Não,Não,Não,1991.4553472987875,True
353640,PAULICEIA,69,7955,26544.4,0.711,0.442,94.78,46.41,58.76,34.37,290.7,0.0,94.55,83.02,92.83,SIM,Sim,Não,Não,Não,867.3790069138907,True
353650,PAULINIA,4326,110537,457517.7,0.795,0.488,100.0,100.0,100.0,82.32,193.1,22.4,100.0,100.0,96.92,SIM,Não,Sim,Não,Sim,3913.621683237288,True
353657,PAULISTANIA,72,2090,26505.01,0.718,0.429,60.05,58.18,100.0,94.04,172.8,14.87,100.0,100.0,97.37,SIM,Não,Não,Não,Não,3444.976076555024,True
353660,PAULO DE FARIA,462,7400,30054.05,0.725,0.531,98.39,97.12,100.0,86.69,209.3,14.02,100.0,90.43,96.8,NAO,Sim,Não,Não,Não,6243.243243243243,True
353670,PEDERNEIRAS,3229,44827,64521.62,0.739,0.502,89.32,86.58,100.0,100.0,177.2,31.51,100.0,91.07,99.17,NAO,Sim,Sim,Sim,Sim,7203.248042474402,True
353680,PEDRA BELA,97,6557,19271.43,0.677,0.407,20.02,18.42,90.83,62.49,198.9,25.33,84.07,100.0,95.74,SIM,Sim,Não,Não,Não,1479.3350617660517,True
353690,PEDRANOPOLIS,391,2787,32369.01,0.742,0.378,59.35,57.98,100.0,100.0,191.8,17.66,100.0,84.75,98.38,NAO,Não,Não,Sim,Sim,14029.422317904558,True
353700,PEDREGULHO,642,15525,102593.26,0.715,0.498,72.83,71.26,100.0,94.53,160.9,17.9,100.0,,98.82,NAO,Sim,Não,Não,Não,4135.265700483092,True
353710,PEDREIRA,2819,43112,30658.23,0.769,0.426,98.1,97.94,98.83,80.0,141.4,51.41,99.0,99.94,97.31,SIM,Sim,Sim,Não,Sim,6538.782705511228,True
353715,PEDRINHAS PAULISTA,183,2804,56819.68,0.774,0.562,89.3,88.91,100.0,99.98,186.3,16.46,100.0,83.92,99.87,SIM,Não,Não,Não,Não,6526.390870185449,True
353720,PEDRO DE TOLEDO,67,11281,15521.76,0.696,0.479,52.04,36.16,55.82,68.21,203.2,26.71,100.0,49.64,46.5,NAO,Sim,Sim,Sim,Sim,593.9189788139349,True
353730,PENAPOLIS,197,61679,32488.66,0.759,0.474,96.15,96.15,100.0,80.0,214.1,24.06,100.0,96.15,98.29,SIM,Sim,Não,Sim,Sim,319.3955803433908,True
353740,PEREIRA BARRETO,290,24095,42339.32,0.766,0.493,92.21,92.21,99.97,80.0,311.8,15.15,100.0,92.21,98.45,SIM,Sim,Não,Não,Não,1203.569205229301,True
353750,PEREIRAS,105,8737,35826.95,0.736,0.444,66.02,58.58,100.0,100.0,164.3,30.64,100.0,99.11,98.94,NAO,Sim,Não,Não,Não,1201.7855099004234,True
353760,PERUIBE,2526,68352,28211.36,0.749,0.547,92.68,73.18,80.2,88.87,233.1,40.96,100.0,99.99,60.74,SIM,Sim,Sim,Sim,Sim,3695.5758426966295,True
353770,PIACATU,59,5519,19534.68,0.732,0.406,90.9,88.97,100.0,98.92,157.0,22.74,100.0,88.08,99.05,SIM,Sim,Não,Não,Não,1069.0342453342996,True
353780,PIEDADE,602,52970,28657.0,0.716,0.491,46.7,30.85,79.75,69.99,160.9,32.09,100.0,71.74,72.83,SIM,Sim,Sim,Sim,Não,1136.4923541627336,True
353790,PILAR DO SUL,340,27619,43096.72,0.69,0.47,78.95,53.83,81.34,70.89,149.4,25.25,100.0,100.0,87.48,SIM,Sim,Sim,Sim,Não,1231.0366052355262,True
353800,PINDAMONHANGABA,23107,165428,79951.7,0.773,0.523,96.7,94.29,100.0,91.21,163.0,31.22,100.0,100.0,94.55,SIM,Sim,Sim,Sim,Sim,13968.010252194308,True
353810,PINDORAMA,732,14542,28703.01,0.737,0.404,100.0,100.0,100.0,79.66,151.9,39.63,100.0,94.97,95.88,NAO,Sim,Não,Não,Não,5033.695502681887,True
353820,PINHALZINHO,314,15224,20216.61,0.725,0.421,42.79,36.21,100.0,64.45,171.6,19.34,98.59,93.93,90.39,SIM,Não,Não,Não,Não,2062.532842879664,True
353830,PIQUEROBI,8,3264,18103.98,0.711,0.418,72.73,71.72,100.0,98.09,163.4,11.38,100.0,100.0,97.91,SIM,Sim,Não,Não,Não,245.09803921568627,False
353850,PIQUETE,763,12490,14661.29,0.757,0.498,94.0,78.49,78.78,85.01,172.1,13.92,0.0,100.0,94.35,NAO,Sim,Sim,Sim,Sim,6108.88710968775,True
353860,PIRACAIA,1530,26029,23959.72,0.739,0.585,67.08,55.27,54.35,59.73,183.3,32.92,98.12,100.0,78.69,SIM,Sim,Não,Sim,Sim,5878.059087940374,True
353870,PIRACICABA,29464,423323,84225.76,0.785,0.54,100.0,100.0,100.0,100.0,206.7,53.93,100.0,100.0,97.93,SIM,Sim,Sim,Sim,Sim,6960.169893910796,True
353880,PIRAJU,2376,29436,30945.65,0.758,0.486,87.76,86.75,100.0,100.0,168.9,28.96,100.0,98.61,97.66,SIM,Sim,Não,Não,Não,8071.748878923767,True
353890,PIRAJUI,63,22431,20820.31,0.749,0.48,100.0,100.0,99.15,65.7,131.0,8.68,0.0,93.14,75.47,SIM,Não,Sim,Não,Sim,280.8613080112344,False
353900,PIRANGI,1301,10885,31655.48,0.756,0.381,99.95,99.95,99.55,82.56,183.2,24.59,100.0,89.69,95.58,NAO,Sim,Sim,Sim,Não,11952.22783647221,True
353910,PIRAPORA DO BOM JESUS,207,18370,42495.88,0.727,0.489,84.51,71.43,55.24,52.02,127.8,38.48,26.13,,83.49,NAO,Não,Sim,Sim,Não,1126.837234621666,True
353920,PIRAPOZINHO,123,25348,33165.84,0.776,0.529,100.0,94.37,99.27,97.04,155.0,20.89,100.0,95.12,88.45,SIM,Sim,Sim,Sim,Sim,485.24538425122296,True
353930,PIRASSUNUNGA,4869,73545,42833.73,0.801,0.521,91.5,91.5,100.0,98.72,217.6,35.85,100.0,100.0,97.96,NAO,Sim,Sim,Não,Sim,6620.436467468896,True
353940,PIRATININGA,228,15108,20048.02,0.779,0.478,75.36,71.86,100.0,98.44,180.7,12.89,100.0,85.82,89.19,SIM,Sim,Não,Não,Não,1509.1342335186655,True
353950,PITANGUEIRAS,902,33674,34369.55,0.723,0.424,96.31,100.0,100.0,95.97,480.4,30.0,0.0,96.31,97.63,NAO,Sim,Não,Não,Não,2678.624458038843,True
353960,PLANALTO,116,4389,36082.23,0.719,0.386,92.16,90.18,94.59,99.12,170.5,12.22,100.0,84.44,95.65,NAO,Sim,Não,Não,Não,2642.971064023696,True
353970,PLATINA,177,3025,33283.11,0.719,0.496,82.05,81.98,100.0,100.0,163.5,17.2,100.0,76.03,99.76,SIM,Sim,Não,Não,Não,5851.239669421488,True
353980,POA,6052,103765,31616.47,0.771,0.446,100.0,100.0,100.0,87.65,135.8,34.85,90.87,100.0,98.05,SIM,Não,Sim,Sim,Sim,5832.409772081145,True
353990,POLONI,43,5592,25044.23,0.766,0.393,88.39,87.88,100.0,99.17,175.4,16.17,100.0,89.0,98.47,SIM,Sim,Não,Não,Não,768.9556509298999,True
354000,POMPEIA,604,20196,87425.49,0.786,0.491,92.92,89.76,96.92,86.39,169.1,24.97,100.0,99.88,99.87,SIM,Sim,Não,Não,Não,2990.6912259853434,True
354010,PONGAI,169,3395,27887.43,0.755,0.456,84.65,84.21,100.0,100.0,192.7,7.21,100.0,100.0,96.5,SIM,Sim,Não,Não,Não,4977.908689248895,True
354020,PONTAL,1130,37607,28285.96,0.725,0.46,99.78,99.78,100.0,96.84,233.3,16.71,100.0,97.92,99.42,SIM,Sim,Não,Não,Não,3004.7597521737976,True
354025,PONTALINDA,42,4127,20773.37,0.702,0.381,81.08,79.86,100.0,99.97,147.4,18.56,100.0,100.0,96.27,SIM,Sim,Não,Não,Não,1017.6883935061788,True
354030,PONTES GESTAL,89,2387,49170.31,0.732,0.384,93.0,92.12,100.0,97.53,206.0,6.03,100.0,82.36,98.61,NAO,Sim,Não,Não,Não,3728.529534981148,True
354040,POPULINA,122,4127,28351.02,0.714,0.415,89.19,86.89,100.0,99.98,176.3,16.3,100.0,100.0,100.0,NAO,Sim,Não,Não,Não,2956.142476375091,True
354050,PORANGABA,314,10451,22903.9,0.703,0.506,79.08,32.17,75.91,41.5,224.5,33.47,100.0,75.59,85.67,SIM,Sim,Sim,Sim,Sim,3004.4971773036077,True
354060,PORTO FELIZ,2319,56497,69921.89,0.758,0.459,100.0,100.0,100.0,82.96,133.4,29.94,99.52,100.0,94.83,SIM,Sim,Sim,Sim,Não,4104.642724392445,True
354070,PORTO FERREIRA,3589,52649,43904.33,0.751,0.459,98.21,98.21,100.0,80.18,206.4,25.0,78.13,99.81,88.91,NAO,Sim,Sim,Sim,Sim,6816.843624760205,True
354075,POTIM,1586,20392,12047.78,0.697,0.371,99.75,99.75,100.0,77.72,44.7,76.58,0.0,99.75,49.86,SIM,Sim,Não,Não,Não,7777.559827383287,True
354080,POTIRENDABA,2513,18496,35101.25,0.747,0.403,100.0,100.0,100.0,100.0,124.5,67.6,80.0,93.93,97.97,NAO,Sim,Não,Não,Não,13586.7214532872,True
354085,PRACINHA,1,2578,9468.33,0.696,0.391,66.95,92.51,99.81,100.0,119.7,10.51,100.0,47.94,94.29,NAO,Sim,Não,Não,Não,38.78975950349108,False
354090,PRADOPOLIS,124,17078,49306.42,0.733,0.464,92.42,92.42,97.14,98.67,216.2,28.57,100.0,92.42,96.22,NAO,Sim,Não,Não,Não,726.0803372760276,True
354100,PRAIA GRANDE,3054,349935,25940.64,0.754,0.511,96.79,82.54,75.01,72.58,200.1,32.62,100.0,100.0,91.71,SIM,Não,Sim,Não,Não,872.733507651421,True
354105,PRATANIA,179,5126,23527.63,0.701,0.397,82.21,81.76,100.0,99.29,157.1,25.05,100.0,83.05,97.79,SIM,Sim,Sim,Sim,Não,3492.001560671089,True
354110,PRESIDENTE ALVES,20,3804,19014.7,0.735,0.482,87.85,85.67,100.0,100.0,150.4,20.42,100.0,83.54,97.11,SIM,Sim,Não,Não,Não,525.7623554153523,True
354120,PRESIDENTE BERNARDES,30,14490,25644.3,0.757,0.477,74.29,70.75,100.0,92.65,170.3,16.88,100.0,76.74,96.03,SIM,Sim,Não,Não,Não,207.0393374741201,False
354130,PRESIDENTE EPITACIO,30,39505,29738.9,0.75,0.486,92.78,81.38,95.31,97.28,168.6,14.33,100.0,98.7,80.74,SIM,Sim,Não,Não,Não,75.93975446146058,False
354140,PRESIDENTE PRUDENTE,1149,225668,39845.11,0.806,0.544,100.0,99.87,100.0,100.0,184.7,29.49,100.0,100.0,98.67,SIM,Sim,Sim,Não,Sim,509.1550419199887,True
354150,PRESIDENTE VENCESLAU,55,35201,20760.95,0.763,0.509,99.54,99.54,99.84,80.01,158.3,24.48,100.0,95.24,88.74,SIM,Sim,Sim,Não,Não,156.24556120564756,False
354160,PROMISSAO,116,35131,51330.11,0.743,0.44,93.93,91.09,99.17,87.5,208.9,20.0,99.18,84.32,94.9,SIM,Sim,Não,Não,Não,330.1927072955509,True
354165,QUADRA,12,3405,37038.08,0.678,0.491,37.8,19.65,74.95,60.34,254.9,29.55,100.0,60.06,97.17,SIM,Sim,Não,Não,Não,352.4229074889868,True
354170,QUATA,194,13163,57387.58,0.738,0.418,93.9,93.22,100.0,100.0,160.8,20.8,100.0,97.61,97.74,NAO,Sim,Sim,Não,Não,1473.8281546759856,True
354180,QUEIROZ,23,3265,194914.13,0.715,0.43,90.69,90.35,100.0,100.0,152.9,9.56,100.0,,96.4,NAO,Sim,Não,Não,Não,704.4410413476264,True
354190,QUELUZ,222,9159,28178.35,0.722,0.471,88.63,84.95,75.32,71.97,144.8,15.2,84.98,100.0,89.11,NAO,Sim,Sim,Sim,Sim,2423.8453979692104,True
354200,QUINTANA,70,7038,41016.0,0.732,0.432,96.49,94.03,100.0,97.95,163.0,13.43,100.0,95.01,94.42,SIM,Sim,Não,Não,Não,994.6007388462632,True
354210,RAFARD,1142,8965,48529.75,0.745,0.402,100.0,100.0,100.0,65.17,175.5,24.65,5.03,100.0,99.91,NAO,Sim,Sim,Sim,Não,12738.427216954822,True
354220,RANCHARIA,236,28588,46459.21,0.751,0.469,99.81,99.81,99.88,80.0,178.8,36.66,83.63,89.61,97.76,SIM,Sim,Não,Não,Não,825.521197705331,True
354230,REDENCAO DA SERRA,186,4494,17461.44,0.657,0.472,25.21,21.21,70.42,89.04,210.5,19.55,100.0,82.91,76.12,NAO,Sim,Não,Não,Não,4138.851802403204,True
354240,REGENTE FEIJO,188,20145,47932.82,0.768,0.467,93.53,92.46,100.0,100.0,157.2,20.7,100.0,92.22,97.14,SIM,Sim,Não,Não,Não,933.2340531149168,True
354250,REGINOPOLIS,821,7662,18401.03,0.728,0.408,94.43,54.97,70.38,83.1,192.8,62.46,81.54,59.33,94.97,NAO,Sim,Sim,Sim,Não,10715.217958757505,True
354260,REGISTRO,1648,59947,41751.4,0.754,0.534,77.8,75.09,100.0,90.91,167.5,23.04,100.0,99.89,82.44,SIM,Não,Sim,Sim,Sim,2749.0950339466526,True
354270,RESTINGA,350,6404,27280.56,0.705,0.392,84.63,82.17,100.0,95.62,140.1,20.34,100.0,93.77,93.68,SIM,Sim,Não,Não,Não,5465.334166146159,True
354280,RIBEIRA,62,3132,18699.17,0.698,0.477,57.34,29.89,87.73,48.01,159.4,27.4,100.0,65.45,95.66,NAO,Sim,Sim,Não,Não,1979.565772669221,True
354290,RIBEIRAO BONITO,873,10989,27794.44,0.712,0.463,100.0,100.0,100.0,100.0,182.1,13.97,0.0,81.9,85.2,NAO,Sim,Não,Não,Não,7944.307944307945,True
354300,RIBEIRAO BRANCO,45,18627,37255.94,0.639,0.481,67.24,46.84,100.0,86.45,127.0,31.98,90.01,88.82,57.4,NAO,Sim,Não,Não,Não,241.5847962634885,False
354310,RIBEIRAO CORRENTE,310,4608,66664.82,0.711,0.422,69.42,69.12,100.0,98.28,158.3,29.8,100.0,95.62,98.24,NAO,Sim,Não,Não,Não,6727.430555555556,True
354320,RIBEIRAO DO SUL,184,4677,49451.73,0.747,0.594,65.77,65.49,100.0,100.0,168.4,21.72,100.0,99.79,89.48,SIM,Sim,Não,Não,Não,3934.145819970066,True
354323,RIBEIRAO DOS INDIOS,2,2025,21152.38,0.721,0.379,80.05,78.62,100.0,100.0,163.7,16.14,100.0,,98.73,NAO,Sim,Não,Não,Não,98.76543209876544,False
354325,RIBEIRAO GRANDE,71,7450,15221.41,0.705,0.423,79.15,34.34,100.0,50.7,114.1,34.5,100.0,53.69,93.92,SIM,Sim,Sim,Sim,Não,953.020134228188,True
354330,RIBEIRAO PIRES,1218,115559,31068.87,0.784,0.475,84.85,78.27,74.36,65.32,135.1,33.38,78.61,100.0,88.74,SIM,Sim,Não,Não,Não,1054.0070440208033,True
354340,RIBEIRAO PRETO,44153,698642,55484.91,0.8,0.546,99.73,99.72,99.59,96.71,272.2,43.64,100.0,99.95,98.52,SIM,Sim,Sim,Sim,Não,6319.831902462206,True
354350,RIVERSUL,633,5599,17299.84,0.664,0.515,69.99,62.35,100.0,100.0,135.1,27.32,100.0,89.37,70.3,SIM,Sim,Não,Não,Sim,11305.590283979282,True
354360,RIFAINA,318,4049,52357.63,0.74,0.451,70.41,68.24,100.0,100.0,295.7,14.97,100.0,78.71,95.78,NAO,Sim,Não,Não,Não,7853.791059520869,True
354370,RINCAO,128,9098,20883.52,0.734,0.447,77.74,77.74,94.45,92.06,252.0,0.0,0.0,77.96,87.73,NAO,Sim,Sim,Não,Não,1406.9026159595517,True
354380,RINOPOLIS,74,9259,35113.28,0.723,0.438,88.99,88.99,,56.59,222.1,0.45,100.0,86.85,94.42,SIM,Sim,Não,Não,Não,799.2223782265903,True
354390,RIO CLARO,10779,201418,63209.08,0.803,0.508,100.0,100.0,100.0,99.23,231.1,30.84,92.0,100.0,96.08,SIM,Sim,Sim,Sim,Sim,5351.557457625436,True
354400,RIO DAS PEDRAS,398,31328,49338.49,0.759,0.459,,,94.42,,,,,98.98,99.27,NAO,Sim,Sim,Sim,Sim,1270.429009193054,True
354410,RIO GRANDE DA SERRA,321,44170,18472.33,0.749,0.405,84.98,66.47,59.66,100.0,117.6,29.97,83.68,100.0,70.07,NAO,Sim,Sim,Sim,Sim,726.7376047090786,True
354420,RIOLANDIA,289,10309,20921.21,0.703,0.401,98.26,96.9,93.67,93.36,238.1,10.62,100.0,100.0,99.28,SIM,Sim,Não,Não,Não,2803.375691143661,True
354425,ROSANA,62,17440,121065.75,0.764,0.609,76.01,74.58,100.0,99.77,174.6,21.14,100.0,79.6,92.13,NAO,Sim,Sim,Sim,Sim,355.5045871559633,True
354430,ROSEIRA,596,10832,34421.96,0.737,0.436,86.85,84.86,98.38,96.08,146.3,24.66,100.0,99.58,92.7,NAO,Sim,Não,Não,Não,5502.215657311669,True
354440,RUBIACEA,94,2700,24710.59,0.721,0.367,92.33,90.11,100.0,99.97,145.6,16.55,100.0,56.85,95.38,NAO,Sim,Não,Não,Não,3481.4814814814813,True
354450,RUBINEIA,353,3833,32233.41,0.759,0.404,97.39,69.03,100.0,84.34,242.5,19.98,100.0,82.36,88.96,NAO,Sim,Não,Não,Não,9209.496477954606,True
354460,SABINO,98,5112,31123.73,0.728,0.413,100.0,100.0,100.0,100.0,253.2,13.43,100.0,87.7,98.48,SIM,Sim,Não,Não,Não,1917.057902973396,True
354470,SAGRES,268,2474,22566.69,0.73,0.477,76.27,71.99,100.0,100.0,161.0,26.98,100.0,74.49,94.14,SIM,Sim,Não,Não,Não,10832.659660468877,True
354480,SALES,354,6437,26150.29,0.751,0.418,99.53,99.53,98.87,57.71,296.4,42.24,100.0,90.46,95.19,NAO,Sim,Não,Não,Não,5499.456268448035,True
354490,SALES OLIVEIRA,320,11411,34473.89,0.772,0.44,90.61,100.0,99.46,100.0,294.1,13.49,6.04,90.61,99.02,NAO,Sim,Não,Não,Não,2804.311629129787,True
354500,SALESOPOLIS,362,15202,14499.33,0.732,0.425,49.82,45.62,85.69,68.68,143.9,21.67,99.75,100.0,89.12,SIM,Não,Sim,Não,Não,2381.265622944349,True
354510,SALMOURAO,36,4808,18037.04,0.719,0.392,92.05,89.73,100.0,99.99,154.3,17.86,100.0,97.75,91.15,NAO,Sim,Não,Não,Não,748.7520798668885,True
354515,SALTINHO,1011,8161,44465.92,0.791,0.395,81.56,80.28,100.0,100.0,169.1,23.91,100.0,100.0,97.67,SIM,Sim,Não,Não,Não,12388.18772209288,True
354520,SALTO,6516,134319,77029.01,0.78,0.454,100.0,94.89,97.7,91.97,168.6,37.19,94.66,100.0,97.05,SIM,Sim,Sim,Sim,Sim,4851.137962611395,True
354530,SALTO DE PIRAPORA,1514,43748,47995.61,0.729,0.455,89.71,61.1,100.0,68.48,166.9,35.75,100.0,100.0,91.22,SIM,Sim,Sim,Não,Não,3460.729633354668,True
354540,SALTO GRANDE,52,9050,29155.3,0.704,0.438,100.0,100.0,100.0,78.66,157.9,54.91,100.0,100.0,89.51,SIM,Não,Não,Não,Não,574.585635359116,True
354550,SANDOVALINA,19,3645,72374.52,0.709,0.434,76.98,74.9,100.0,100.0,165.5,20.41,100.0,70.01,99.36,SIM,Sim,Não,Não,Não,521.2620027434842,True
354560,SANTA ADELIA,592,14018,24461.0,0.76,0.437,92.81,92.38,97.19,97.05,253.4,14.19,89.6,94.61,96.81,SIM,Sim,Não,Não,Não,4223.1416749893,True
354570,SANTA ALBERTINA,70,6393,35584.96,0.728,0.424,83.08,81.51,100.0,100.0,190.6,16.44,100.0,99.92,99.47,SIM,Sim,Não,Não,Não,1094.9475989363366,True
354580,SANTA BARBARA D'OESTE,6519,183347,40073.67,0.781,0.419,99.25,98.74,99.18,100.0,171.1,54.14,100.0,100.0,99.21,SIM,Sim,Sim,Sim,Não,3555.553131493834,True
354600,SANTA BRANCA,1544,13975,20959.37,0.735,0.478,50.38,47.25,67.06,96.6,178.0,45.71,4.4,89.45,98.56,NAO,Não,Sim,Sim,Sim,11048.30053667263,True
354610,SANTA CLARA D'OESTE,162,2598,45847.14,0.733,0.456,73.75,70.52,100.0,100.0,198.6,10.72,100.0,75.33,100.0,NAO,Sim,Não,Não,Não,6235.565819861432,True
354620,SANTA CRUZ DA CONCEICAO,218,4277,35264.11,0.79,0.676,100.0,65.47,88.65,97.92,195.8,56.83,100.0,93.52,78.9,NAO,Não,Não,Não,Não,5097.030628945522,True
354625,SANTA CRUZ DA ESPERANCA,298,2116,29296.72,0.743,0.531,58.7,57.66,100.0,94.34,189.2,25.27,100.0,68.15,99.0,NAO,Sim,Sim,Sim,Sim,14083.175803402648,True
354630,SANTA CRUZ DAS PALMEIRAS,3698,28864,18687.66,0.728,0.521,96.87,96.87,100.0,100.0,182.1,0.03,0.0,96.87,99.66,SIM,Sim,Não,Não,Sim,12811.80709534368,True
354640,SANTA CRUZ DO RIO PARDO,2906,46442,57811.23,0.762,0.464,93.48,91.29,100.0,93.75,181.7,39.67,100.0,98.93,94.05,SIM,Sim,Não,Sim,Não,6257.267128891951,True
354650,SANTA ERNESTINA,36,6118,18714.85,0.738,0.43,98.63,98.2,100.0,100.0,175.4,12.48,100.0,96.44,97.92,NAO,Sim,Não,Não,Não,588.4275907159202,True
354660,SANTA FE DO SUL,1553,34794,41007.46,0.784,0.498,95.98,95.98,99.69,69.68,335.9,0.0,100.0,99.91,99.04,SIM,Sim,Não,Não,Não,4463.413232166466,True
354670,SANTA GERTRUDES,2090,23611,139885.74,0.737,0.386,98.94,98.94,100.0,81.42,155.8,23.16,100.0,99.4,99.12,NAO,Não,Não,Não,Não,8851.8063614417,True
354680,SANTA ISABEL,4600,53174,28340.36,0.738,0.473,58.9,45.17,56.59,63.96,188.0,37.48,9.6,42.6,85.99,SIM,Sim,Sim,Sim,Não,8650.844397637944,True
354690,SANTA LUCIA,53,7149,14751.7,0.737,0.391,92.11,97.97,98.7,100.0,180.3,17.57,100.0,92.11,93.17,NAO,Sim,Não,Não,Não,741.3624283116519,True
354700,SANTA MARIA DA SERRA,235,5243,24297.18,0.686,0.475,67.98,100.0,,52.33,199.7,16.41,100.0,96.74,98.98,SIM,Não,Não,Não,Não,4482.166698455083,True
354710,SANTA MERCEDES,8,2956,23436.56,0.739,0.403,94.08,76.39,100.0,95.13,186.2,17.19,100.0,88.02,86.0,SIM,Não,Não,Não,Não,270.6359945872801,False
354720,SANTANA DA PONTE PENSA,51,1670,27564.35,0.773,0.422,67.54,66.35,100.0,99.98,185.1,12.58,100.0,66.83,100.0,SIM,Sim,Não,Não,Não,3053.892215568862,True
354730,SANTANA DE PARNAIBA,5686,154105,79579.96,0.814,0.686,98.33,65.11,59.75,44.69,177.2,33.49,49.87,100.0,91.57,SIM,Sim,Sim,Sim,Sim,3689.692093053438,True
354740,SANTA RITA D'OESTE,57,2733,27518.08,0.761,0.39,70.69,65.72,99.48,86.66,263.4,14.08,100.0,70.69,98.59,SIM,Sim,Não,Não,Não,2085.6201975850718,True
354750,SANTA RITA DO PASSA QUATRO,1833,24833,29877.17,0.775,0.488,89.51,89.51,99.6,98.94,240.7,20.11,100.0,96.65,95.42,SIM,Sim,Sim,Não,Não,7381.307131639351,True
354760,SANTA ROSA DE VITERBO,369,23411,30914.1,0.77,0.512,94.33,92.39,100.0,96.74,160.5,25.78,100.0,96.84,97.62,NAO,Sim,Não,Não,Não,1576.182136602452,True
354765,SANTA SALETE,90,1645,27025.83,0.772,0.347,69.54,67.05,100.0,99.98,181.6,16.37,100.0,60.79,98.65,SIM,Sim,Não,Não,Não,5471.12462006079,True
354770,SANTO ANASTACIO,46,17963,26650.73,0.753,0.534,88.4,87.59,100.0,100.0,165.8,21.6,100.0,92.73,98.03,SIM,Sim,Não,Não,Sim,256.08194622279126,False
354780,SANTO ANDRE,14554,748919,45062.56,0.815,0.543,100.0,100.0,100.0,77.97,165.8,31.2,61.47,100.0,95.62,SIM,Sim,Sim,Não,Sim,1943.334325875028,True
354790,SANTO ANTONIO DA ALEGRIA,205,6775,30114.17,0.702,0.418,100.0,100.0,99.23,81.42,190.2,51.12,94.87,100.0,97.5,SIM,Sim,Não,Não,Não,3025.830258302583,True
354800,SANTO ANTONIO DE POSSE,4345,23244,78794.3,0.702,0.459,90.65,90.43,99.77,69.8,167.5,43.33,100.0,93.16,84.87,SIM,Sim,Não,Sim,Sim,18692.99604198933,True
354805,SANTO ANTONIO DO ARACANGUA,32,8379,33916.19,0.757,0.413,78.45,78.45,98.3,98.53,491.6,26.09,100.0,77.77,84.25,NAO,Sim,Não,Não,Não,381.90714882444206,True
354810,SANTO ANTONIO DO JARDIM,465,6126,37602.53,0.714,0.43,54.47,53.66,100.0,100.0,167.0,20.8,100.0,,98.12,NAO,Sim,Não,Não,Não,7590.597453476983,True
354820,SANTO ANTONIO DO PINHAL,94,7133,21690.65,0.706,0.476,49.92,28.29,56.75,51.5,218.7,24.39,100.0,99.13,80.82,SIM,Sim,Não,Sim,Sim,1317.8185896537225,True
354830,SANTO EXPEDITO,229,3000,14964.67,0.732,0.417,88.23,80.67,100.0,97.31,172.1,8.16,100.0,97.33,99.42,SIM,Sim,Não,Não,Não,7633.333333333334,True
354840,SANTOPOLIS DO AGUAPEI,33,3899,16609.02,0.74,0.352,100.0,100.0,93.67,100.0,153.5,19.0,100.0,100.0,99.54,NAO,Sim,Não,Não,Não,846.3708643241857,True
354850,SANTOS,5554,418608,55508.46,0.84,0.562,98.3,95.89,100.0,81.92,234.6,16.81,100.0,98.91,98.28,SIM,Sim,Sim,Sim,Sim,1326.7782746626915,True
